"Subject","Day","LGRD"
1,1,0.00833333333333333
1,2,-0.158333333333333
1,3,0.05
1,4,0.05
1,5,-0.0333333333333334
1,6,0.175
1,7,-0.075
1,8,0.0916666666666667
1,9,0.175
1,10,0.258333333333333
1,11,-0.075
1,12,-0.0333333333333334
1,13,-0.075
1,14,0.0916666666666667
1,15,0.0916666666666667
1,16,0.341666666666667
1,17,0.00833333333333333
1,18,0.00833333333333333
1,19,0.258333333333333
1,20,-0.116666666666667
1,21,0.00833333333333333
1,22,0.133333333333333
1,23,0.175
1,24,-0.0333333333333334
1,25,-0.0333333333333334
1,26,-0.075
1,27,0.05
1,28,-0.116666666666667
1,29,-0.0333333333333334
1,30,-0.0333333333333334
1,31,0.133333333333333
1,32,0.383333333333333
1,33,-0.158333333333333
1,34,-0.158333333333333
1,35,-0.158333333333333
1,36,-0.2
1,37,0.05
1,38,0.05
1,39,0.0916666666666667
1,40,-0.2
1,41,0.05
1,42,0.258333333333333
1,43,-0.116666666666667
1,44,0.3
1,45,0.133333333333333
1,46,0.258333333333333
1,47,-0.075
1,48,-0.0333333333333334
1,49,-0.158333333333333
1,50,0.0916666666666667
1,51,-0.0333333333333334
1,52,-0.116666666666667
1,53,0.0916666666666667
1,54,-0.116666666666667
1,55,-0.0333333333333334
1,56,-0.116666666666667
1,57,-0.0333333333333334
1,58,0.0916666666666667
1,59,0.133333333333333
1,60,-0.158333333333333
1,61,-0.0333333333333334
1,62,0.341666666666667
1,63,0.133333333333333
1,64,0.175
1,65,0.0916666666666667
1,66,0.258333333333333
1,67,-0.158333333333333
1,68,-0.2
1,69,-0.0333333333333334
1,70,-0.116666666666667
2,1,0.133333333333333
2,2,0.341666666666667
2,3,0.341666666666667
2,4,0.591666666666667
2,5,0.216666666666667
2,6,0.383333333333333
2,7,0.383333333333333
2,8,0.716666666666667
2,9,0.258333333333333
2,10,0.341666666666667
2,11,0.633333333333333
2,12,0.508333333333333
2,13,0.341666666666667
2,14,0.758333333333333
2,15,0.216666666666667
2,16,0.258333333333333
2,17,0.383333333333333
2,18,0.0916666666666667
2,19,0.508333333333333
2,20,0.466666666666667
2,21,0.591666666666667
2,22,0.175
2,23,0.383333333333333
2,24,0.425
2,25,0.175
2,26,0.133333333333333
2,27,0.425
