"Subject","Day","LGRD"
1,1,-0.2
1,2,0.00833333333333333
1,3,-0.0333333333333334
1,4,0.00833333333333333
1,5,-0.116666666666667
1,6,0.05
1,7,0.258333333333333
1,8,0.0916666666666667
1,9,-0.075
1,10,0.00833333333333333
1,11,0.00833333333333333
1,12,-0.0333333333333334
1,13,-0.116666666666667
1,14,-0.0333333333333334
1,15,0.133333333333333
1,16,-0.0333333333333334
1,17,0.0916666666666667
1,18,0.05
1,19,-0.116666666666667
1,20,0.00833333333333333
1,21,-0.075
1,22,0.00833333333333333
1,23,-0.158333333333333
1,24,-0.2
1,25,-0.116666666666667
1,26,-0.116666666666667
1,27,-0.2
1,28,-0.2
1,29,-0.158333333333333
1,30,-0.158333333333333
1,31,-0.075
1,32,-0.075
1,33,-0.075
1,34,-0.0333333333333334
1,35,-0.075
1,36,-0.158333333333333
1,37,-0.116666666666667
1,38,-0.116666666666667
1,39,-0.116666666666667
1,40,-0.2
1,41,-0.158333333333333
1,42,-0.0333333333333334
1,43,-0.0333333333333334
1,44,-0.158333333333333
1,45,0.133333333333333
1,46,-0.116666666666667
1,47,-0.116666666666667
1,48,-0.075
1,49,-0.158333333333333
1,50,-0.2
1,51,-0.075
1,52,-0.0333333333333334
1,53,-0.075
1,54,-0.0333333333333334
1,55,-0.158333333333333
1,56,-0.116666666666667
1,57,0.216666666666667
1,58,-0.2
1,59,-0.116666666666667
1,60,-0.2
1,61,-0.2
1,62,-0.075
1,63,-0.116666666666667
1,64,-0.116666666666667
1,65,0.0916666666666667
1,66,-0.0333333333333334
1,67,-0.0333333333333334
1,68,-0.2
1,69,-0.116666666666667
1,70,-0.0333333333333334
2,1,-0.075
2,2,-0.116666666666667
2,3,-0.075
2,4,-0.0333333333333334
2,5,-0.075
2,6,-0.158333333333333
2,7,-0.075
2,8,0.00833333333333333
2,9,-0.0333333333333334
2,10,0.05
2,11,-0.116666666666667
2,12,-0.0333333333333334
2,13,-0.075
2,14,-0.158333333333333
2,15,-0.158333333333333
2,16,0.175
2,17,-0.075
2,18,-0.158333333333333
2,19,-0.158333333333333
2,20,0.00833333333333333
2,21,-0.2
2,22,-0.075
2,23,-0.158333333333333
2,24,-0.0333333333333334
2,25,-0.0333333333333334
2,26,0.0916666666666667
2,27,-0.075
2,28,0.00833333333333333
2,29,-0.075
2,30,-0.0333333333333334
2,31,-0.116666666666667
2,32,-0.158333333333333
2,33,-0.0333333333333334
