"Subject","Day","LGRD"
1,1,-0.158333333333333
1,2,-0.2
1,3,-0.158333333333333
1,4,-0.2
1,5,-0.2
1,6,-0.2
1,7,-0.2
1,8,-0.2
1,9,-0.2
1,10,-0.2
1,11,-0.2
1,12,-0.2
1,13,-0.0333333333333334
1,14,-0.2
1,15,-0.2
1,16,-0.2
1,17,-0.158333333333333
1,18,-0.2
1,19,-0.2
1,20,-0.2
1,21,-0.2
1,22,-0.2
1,23,-0.2
1,24,-0.2
1,25,-0.158333333333333
1,26,-0.2
1,27,-0.2
1,28,-0.2
1,29,-0.2
1,30,-0.158333333333333
1,31,-0.2
1,32,-0.2
1,33,-0.2
1,34,-0.2
1,35,-0.158333333333333
1,36,-0.075
1,37,-0.2
1,38,-0.2
1,39,-0.2
1,40,-0.158333333333333
1,41,-0.2
1,42,-0.158333333333333
1,43,-0.2
1,44,-0.2
1,45,-0.2
1,46,-0.2
1,47,-0.2
1,48,-0.2
1,49,-0.2
1,50,-0.2
1,51,-0.2
1,52,-0.2
1,53,-0.2
1,54,-0.2
1,55,-0.2
1,56,-0.2
1,57,-0.2
1,58,-0.158333333333333
1,59,-0.2
1,60,-0.2
1,61,-0.2
1,62,-0.2
1,63,-0.2
1,64,-0.2
1,65,-0.2
1,66,-0.2
1,67,-0.2
1,68,-0.158333333333333
1,69,-0.2
1,70,-0.2
2,1,0.341666666666667
2,2,0.758333333333333
2,3,0.633333333333333
2,4,0.633333333333333
2,5,0.466666666666667
2,6,0.425
2,7,0.591666666666667
2,8,0.633333333333333
2,9,0.675
2,10,0.591666666666667
2,11,0.508333333333333
2,12,0.8
2,13,0.8
2,14,0.633333333333333
2,15,0.716666666666667
2,16,0.591666666666667
2,17,0.716666666666667
2,18,0.633333333333333
2,19,0.758333333333333
2,20,0.758333333333333
2,21,0.675
2,22,0.675
2,23,0.591666666666667
2,24,0.716666666666667
2,25,0.508333333333333
2,26,0.716666666666667
2,27,0.758333333333333
2,28,0.8
2,29,0.8
2,30,0.758333333333333
2,31,0.633333333333333
2,32,0.591666666666667
2,33,0.675
2,34,0.8
2,35,0.55
2,36,0.508333333333333
2,37,0.633333333333333
2,38,0.633333333333333
2,39,0.55
2,40,0.675
2,41,0.55
2,42,0.716666666666667
2,43,0.716666666666667
2,44,0.716666666666667
2,45,0.633333333333333
2,46,0.633333333333333
2,47,0.716666666666667
2,48,0.508333333333333
2,49,0.633333333333333
2,50,0.758333333333333
2,51,0.758333333333333
2,52,0.716666666666667
2,53,0.591666666666667
2,54,0.8
2,55,0.675
2,56,0.716666666666667
2,57,0.675
2,58,0.758333333333333
2,59,0.675
2,60,0.716666666666667
2,61,0.758333333333333
2,62,0.633333333333333
2,63,0.716666666666667
2,64,0.55
2,65,0.758333333333333
2,66,0.675
2,67,0.8
2,68,0.758333333333333
2,69,0.633333333333333
2,70,0.633333333333333
3,1,0.175
3,2,0.133333333333333
3,3,-0.0333333333333334
3,4,0.175
3,5,0.216666666666667
3,6,0.05
3,7,0.175
3,8,0.341666666666667
3,9,0.3
3,10,0.341666666666667
3,11,0.341666666666667
3,12,0.00833333333333333
3,13,0.3
3,14,0.216666666666667
3,15,0.425
3,16,0.00833333333333333
3,17,0.175
3,18,0.3
3,19,0.175
3,20,0.383333333333333
3,21,0.216666666666667
3,22,0.425
3,23,0.3
3,24,0.591666666666667
3,25,0.508333333333333
3,26,0.466666666666667
3,27,0.466666666666667
3,28,0.591666666666667
3,29,0.466666666666667
3,30,0.675
3,31,0.425
3,32,0.258333333333333
3,33,0.341666666666667
3,34,0.466666666666667
3,35,0.175
3,36,0.175
3,37,0.508333333333333
3,38,0.508333333333333
3,39,0.258333333333333
3,40,0.0916666666666667
3,41,0.55
3,42,-0.075
3,43,0.341666666666667
3,44,0.258333333333333
3,45,0.508333333333333
3,46,0.633333333333333
3,47,0.258333333333333
3,48,0.3
3,49,0.341666666666667
3,50,0.341666666666667
3,51,0.425
3,52,0.383333333333333
3,53,0.258333333333333
3,54,0.175
3,55,0.0916666666666667
3,56,0.425
3,57,0.425
3,58,0.466666666666667
3,59,0.3
3,60,0.341666666666667
3,61,0.258333333333333
3,62,0.508333333333333
3,63,0.425
3,64,0.675
3,65,0.258333333333333
3,66,0.758333333333333
3,67,0.591666666666667
3,68,0.466666666666667
3,69,0.425
3,70,0.133333333333333
4,1,-0.116666666666667
4,2,0.00833333333333333
4,3,0.05
4,4,0.05
4,5,0.0916666666666667
4,6,0.216666666666667
4,7,-0.075
4,8,0.00833333333333333
4,9,-0.075
4,10,-0.116666666666667
4,11,0.05
4,12,0.00833333333333333
4,13,-0.116666666666667
4,14,0.175
4,15,-0.158333333333333
4,16,0.00833333333333333
4,17,0.133333333333333
4,18,0.05
4,19,0.05
4,20,0.0916666666666667
4,21,0.00833333333333333
4,22,0.00833333333333333
4,23,0.133333333333333
4,24,-0.158333333333333
4,25,0.341666666666667
4,26,0.00833333333333333
4,27,0.00833333333333333
4,28,-0.2
4,29,-0.116666666666667
4,30,-0.2
4,31,0.133333333333333
4,32,0.175
4,33,-0.2
4,34,0.05
4,35,0.00833333333333333
4,36,-0.116666666666667
4,37,-0.116666666666667
4,38,0.133333333333333
4,39,0.00833333333333333
4,40,0.175
4,41,0.3
4,42,0.133333333333333
4,43,0.216666666666667
4,44,0.216666666666667
4,45,0.175
4,46,0.216666666666667
4,47,0.341666666666667
4,48,0.00833333333333333
4,49,0.05
4,50,0.175
4,51,-0.075
4,52,-0.0333333333333334
4,53,0.05
4,54,-0.075
4,55,0.00833333333333333
4,56,-0.116666666666667
4,57,0.3
4,58,-0.2
4,59,0.00833333333333333
4,60,-0.0333333333333334
4,61,-0.158333333333333
4,62,-0.2
4,63,-0.075
4,64,-0.075
4,65,-0.075
4,66,0.00833333333333333
4,67,-0.0333333333333334
4,68,0.133333333333333
4,69,-0.075
4,70,-0.2
5,1,0.175
5,2,-0.075
5,3,0.216666666666667
5,4,0.383333333333333
5,5,0.0916666666666667
5,6,0.216666666666667
5,7,0.216666666666667
5,8,0.00833333333333333
5,9,-0.075
5,10,0.133333333333333
5,11,0.133333333333333
5,12,0.175
5,13,0.175
5,14,0.0916666666666667
5,15,0.258333333333333
5,16,0.341666666666667
5,17,0.175
5,18,0.466666666666667
5,19,0.216666666666667
5,20,0.175
5,21,0.425
5,22,0.383333333333333
5,23,0.341666666666667
5,24,-0.0333333333333334
5,25,0.258333333333333
5,26,0.425
5,27,0.216666666666667
5,28,-0.158333333333333
5,29,0.175
5,30,-0.116666666666667
5,31,0.0916666666666667
5,32,0.341666666666667
5,33,-0.075
5,34,0.05
5,35,0.133333333333333
5,36,0.175
5,37,0.258333333333333
5,38,0.216666666666667
5,39,0.133333333333333
5,40,0.341666666666667
5,41,0.0916666666666667
5,42,0.341666666666667
5,43,0.0916666666666667
5,44,0.3
5,45,0.0916666666666667
5,46,0.175
5,47,0.3
5,48,0.3
5,49,0.425
5,50,0.3
5,51,0.341666666666667
5,52,-0.0333333333333334
5,53,0.3
5,54,0.383333333333333
5,55,0.341666666666667
5,56,0.175
5,57,0.00833333333333333
5,58,0.383333333333333
5,59,0.341666666666667
5,60,0.216666666666667
5,61,0.3
5,62,0.133333333333333
5,63,0.383333333333333
5,64,0.133333333333333
5,65,0.341666666666667
5,66,0.3
5,67,0.133333333333333
5,68,0.591666666666667
5,69,0.341666666666667
5,70,0.591666666666667
6,1,0.133333333333333
6,2,0.175
6,3,0.05
6,4,0.3
6,5,0.258333333333333
6,6,0.3
6,7,0.383333333333333
6,8,0.0916666666666667
6,9,0.383333333333333
6,10,0.3
6,11,0.258333333333333
6,12,0.175
6,13,0.633333333333333
6,14,0.675
6,15,0.508333333333333
6,16,0.508333333333333
6,17,0.466666666666667
6,18,0.216666666666667
6,19,0.591666666666667
6,20,0.508333333333333
6,21,0.341666666666667
6,22,0.675
6,23,0.425
6,24,0.508333333333333
6,25,0.466666666666667
6,26,0.425
6,27,0.258333333333333
6,28,0.508333333333333
6,29,0.175
6,30,0.55
6,31,0.216666666666667
6,32,0.55
6,33,0.675
6,34,0.425
6,35,0.425
6,36,0.591666666666667
6,37,0.0916666666666667
6,38,0.383333333333333
6,39,0.466666666666667
6,40,0.508333333333333
6,41,0.633333333333333
6,42,0.383333333333333
6,43,0.55
6,44,0.55
6,45,0.466666666666667
6,46,0.466666666666667
6,47,0.508333333333333
6,48,0.675
6,49,0.716666666666667
6,50,0.508333333333333
6,51,0.425
6,52,0.633333333333333
6,53,0.508333333333333
6,54,0.425
6,55,0.675
6,56,0.508333333333333
6,57,0.341666666666667
6,58,0.508333333333333
6,59,0.466666666666667
6,60,0.55
6,61,0.258333333333333
6,62,0.758333333333333
6,63,0.55
6,64,0.758333333333333
6,65,0.341666666666667
6,66,0.633333333333333
6,67,0.466666666666667
6,68,0.383333333333333
6,69,0.383333333333333
6,70,0.383333333333333
7,1,0.00833333333333333
7,2,0.133333333333333
7,3,0.0916666666666667
7,4,0.00833333333333333
7,5,-0.0333333333333334
7,6,-0.0333333333333334
7,7,0.133333333333333
7,8,0.05
7,9,0.00833333333333333
7,10,0.341666666666667
7,11,-0.075
7,12,0.216666666666667
7,13,-0.158333333333333
7,14,0.0916666666666667
7,15,0.00833333333333333
7,16,0.3
7,17,0.258333333333333
7,18,-0.075
7,19,0.133333333333333
7,20,0.258333333333333
7,21,0.425
7,22,0.216666666666667
7,23,-0.075
7,24,0.0916666666666667
7,25,0.3
7,26,0.3
7,27,0.133333333333333
7,28,0.3
7,29,0.466666666666667
7,30,-0.0333333333333334
7,31,0.133333333333333
7,32,-0.0333333333333334
7,33,0.216666666666667
7,34,0.425
7,35,0.133333333333333
7,36,0.258333333333333
7,37,0.216666666666667
7,38,0.0916666666666667
7,39,0.216666666666667
7,40,0.175
7,41,0.05
7,42,0.00833333333333333
7,43,0.00833333333333333
7,44,0.0916666666666667
7,45,-0.2
7,46,0.05
7,47,0.258333333333333
7,48,0.508333333333333
7,49,0.3
7,50,0.0916666666666667
7,51,0.466666666666667
7,52,0.175
7,53,0.341666666666667
7,54,0.00833333333333333
7,55,0.05
7,56,0.3
7,57,0.0916666666666667
7,58,0.508333333333333
7,59,0.0916666666666667
7,60,0.341666666666667
7,61,0.341666666666667
7,62,0.0916666666666667
7,63,0.466666666666667
7,64,0.05
7,65,0.175
7,66,-0.075
7,67,0.05
7,68,0.0916666666666667
7,69,0.05
7,70,0.258333333333333
8,1,-0.0333333333333334
8,2,-0.075
8,3,-0.0333333333333334
8,4,-0.0333333333333334
8,5,0.175
8,6,0.133333333333333
8,7,0.466666666666667
8,8,0.466666666666667
8,9,0.258333333333333
8,10,0.258333333333333
8,11,0.383333333333333
8,12,0.383333333333333
8,13,0.175
8,14,0.55
8,15,0.591666666666667
8,16,0.383333333333333
8,17,0.3
8,18,0.216666666666667
8,19,0.133333333333333
8,20,0.216666666666667
8,21,0.216666666666667
8,22,0.466666666666667
8,23,0.341666666666667
8,24,0.0916666666666667
8,25,0.341666666666667
8,26,0.383333333333333
8,27,0.341666666666667
8,28,0.55
8,29,0.258333333333333
8,30,0.3
8,31,0.383333333333333
8,32,0.716666666666667
8,33,0.258333333333333
8,34,0.55
8,35,0.3
8,36,0.383333333333333
8,37,0.425
8,38,0.341666666666667
8,39,0.55
8,40,0.383333333333333
8,41,0.175
8,42,0.341666666666667
8,43,0.425
8,44,0.383333333333333
8,45,0.383333333333333
8,46,0.466666666666667
8,47,0.383333333333333
8,48,0.341666666666667
8,49,0.341666666666667
8,50,0.258333333333333
8,51,0.3
8,52,0.55
8,53,0.55
8,54,0.3
8,55,0.383333333333333
8,56,0.383333333333333
8,57,0.383333333333333
8,58,0.258333333333333
8,59,0.0916666666666667
8,60,0.0916666666666667
8,61,0.466666666666667
8,62,0.633333333333333
8,63,0.55
8,64,0.466666666666667
8,65,0.466666666666667
8,66,0.425
8,67,0.383333333333333
8,68,0.0916666666666667
8,69,0.341666666666667
8,70,0.466666666666667
9,1,-0.0333333333333334
9,2,0.466666666666667
9,3,0.133333333333333
9,4,0.633333333333333
9,5,0.508333333333333
9,6,0.55
9,7,0.258333333333333
9,8,0.591666666666667
9,9,0.383333333333333
9,10,0.425
9,11,0.383333333333333
9,12,0.425
9,13,0.466666666666667
9,14,0.55
9,15,0.383333333333333
9,16,0.633333333333333
9,17,0.425
9,18,0.175
9,19,0.55
9,20,0.55
9,21,0.591666666666667
9,22,0.425
9,23,0.466666666666667
9,24,0.716666666666667
9,25,0.675
9,26,0.466666666666667
9,27,0.508333333333333
9,28,0.508333333333333
9,29,0.508333333333333
9,30,0.675
9,31,0.8
9,32,0.633333333333333
9,33,0.758333333333333
9,34,0.508333333333333
9,35,0.55
9,36,0.466666666666667
9,37,0.591666666666667
9,38,0.591666666666667
9,39,0.675
9,40,0.466666666666667
9,41,0.758333333333333
9,42,0.633333333333333
9,43,0.508333333333333
9,44,0.633333333333333
9,45,0.633333333333333
9,46,0.466666666666667
9,47,0.633333333333333
